idx	true	pred	margin	text_head
43032	1	2	2.542645276535649	man very cool after many hours of playing i really enjoyed this game it s a very cool game lots of fun and really cool graphics i would highly recommend this game as it s really cool it s so much fun to play i went without sleep for 14 days and spent 2 nights in the hospital because i stopped eating because there was no time as i was playing this totally cool game thanks for reading my review i am 1
7114	1	2	2.4865125713684666	great video i purchased this dvd for my 22month and she loves this video she watches in our vehicle on the way to daycare or where ever we go and she is mesmerized she can now say all her letter and the sounds of the letters because of watching this video thank you leap frog for this great video would highly recommend
46952	1	2	2.485906458660427	kingston trio kingston trio greatest hitsit was there best songs enjoyed it very much and would recomend it to anyone that has love for the good old days
65557	1	2	2.370751894953468	a hopeful theme if you like a slow calm plot but a great moral i highly reccomend this book it is very slow and ordinary life in an ordinary town but has a great powerful message
90484	1	2	2.3431740960785157	to succeed in life buy a book on how to first i saw the stage play then too long ago saw the movie from the opening scene where our hero turns the page of the book on how to succeed in business you start smiling and think oh yes if only in real life it was so easy then you are swept in our hero cunning andconiving ways to get to the top love him or despise him you are hooked great songs great sets great film loved it when he meets another ladder climbing opponent and the clever way he beats him 
98773	1	2	2.338855937252884	dentonia s preview this is a perfect example of a young person who knows what singing and rhythm is all about from the very first track which is her block buster she is positive and truly sensational i am very proud of her since i am also a barbadian and hence she has done us proud this album ranks with the best of this year the music is progressive and beautiful no out of place lyrics just straight sweet rhythms i salute rihanna as a true star in her own right and an albumn which brings out the
95541	1	2	2.338840123939803	ehhhhh i was reeeeally excited when i received my copy of this album i took it to my car and started listening with the system blasting i found myself pressing next track more than loving the music it s definitely unique some of the songs are reeeally good but the rest make up for it ugglor mossen might be one of the best songs i ve ever heard the rest of the cd can t compete though the reason this album earned 2 stars is because this song is on it i ve reviewed a number of cds and box sets if i
41350	1	2	2.33495585101923	liked this book i liked the book very much because i was traveling to chile and argentina and the book is all about the gauchos in those countries i read it while traveling there and it helped me understand the country the land and the people who live there
77724	1	2	2.3009689912522315	a must for any quilter this is my second time to purchase this terrific reference book i have loaned it out so many times that i can remember where my original copy is the rotary cutting directions are clear and accurate
72	1	2	2.2798985677118346	canera case great sturdy case for my sony camera love the color and also matches my pink camera but good for my silver camera as well
20683	1	2	2.269815781514992	totally awesome this is one of the greatest soundtracks ever made especially tracks 14 through the end buy this soundtrack you won t be disappointed
63995	1	2	2.258312097077203	excellent this is one of the best books i ve read on the subject everyone who is involved in any type of business research or competitor research can benefit from this book it even includes detailed descriptions of some of the best business information resources available on and offline
66523	1	2	2.24845863446821	sensational this book is a riveting tale of suspense and adventure the ending made me cry beautiful
38592	1	2	2.2214054096092037	flower drum song sings on i saw this movie many time when i was a young girl and was captivated by the entire array of actors music sets costumes you name it i had a vinyl recording of the soundtrack and knew each and every lyric by heart still do in fact what a thrill for me to discover this wonderful film on dvd all these years later and be able to enjoy it with the same pleasure and relish i felt years ago my adolescent crush on james shigeta was instantly revived in my first viewing i highly
29459	1	2	2.2182379188489096	best book i read in 2004 this was the best book i read in 2004 i still think of it while some parts are clearly better than others and it is quite experimental in its layout i loved it the best parts were the dystopian future korean world of somni 451 and the post apocalyptic world of hawaii
80669	1	2	2.2156307670551483	this booked saved my neck i am a new children s director and on my first sunday i found myself in the elememntry school sunday school classroom it s k 5th grade together that did not have a teacher i was able to pull this book out and give the children up bet and fun activities that stress biblical principles as well as reached each child on their own cognative level i am a college student majoring in children s ministry and am highly impressed at how well this books teaching methods cover every
12486	1	2	2.165794951049575	awsome dark angel seasons 1 2 totally rock i know some people say that season one is better but season two is just as good i only wish that fox would bring it back for a few more seasons although the series was cancelled i still highly recommend it to everybody it will leave you wanting more by the way i rated it 5 stars i don t know why it came up with only 2
761	1	2	2.1434617067774204	black stone cherry black stone cherry s cd is the best album that i have ever bought every single song on the cd is awesome i love it i clicked on five stars but for some reason it is showing 2 this cd is a 5 all the way
2556	1	2	2.1227258797275574	awesome this band is truly awesome my friend tom showed me them because he though the solo was good in one of the songs wow im just blown away they are like metallica combined with some heavy arse pantera i could tell sum 41 are great influences to these crappy bands like black label society and tool now that sum 41 have created this genre of music now they are coppying them the bands i mentioned well thomas thank you for introducing me to some hardcore punk
60376	1	2	2.103352810598454	not perfect but close to now this is just my opinion but all free range hand to hand combat games are freaking awsome even if they dont have perfect grafics or any first person shooting capabilities the grafics are obviously better than the first pop and the story is a bit better except the fact that the dahaka kind of just came out of nowere and started attacking the prince but overall this is a great free roaming hand 2 hand fighting game the controls are pretty easy to get used to and the gam
94981	1	2	2.1028036637343623	don t know english to gwell a very interesting book very ing depth i thurully enjoy it english 3 months studying now it good practice to lerns and complicate it i go to sleep on pillow now ha ha i love this country
14510	1	2	2.102064286349578	new montauk article a must read reporter chris ketchum brings it all home with an excellent objective and honest report on the montauk project for national men smagazine gear don t miss this one
42904	1	2	2.0915242277336983	my new olympus d100 this is a very good camera its easy to use and understand very easy and fast to print pictures its just a numberone camera all the way
92762	1	2	2.078353707859475	tales from the strip this is a must have for any l a guns truly one the their best discs since their s t also i have to say that blades fits right in with l a guns since tracii left all i can say if you enjoy l a guns you will truly enjoy this terrific offering by the band i give this an 9 out of 10 very impressive for the first release without tracii
80788	1	2	2.065611073024491	last good album this one s got great groove amazing production beautiful vocals of course and for my money was the last really strong effort from the gibbs the album punked out here in north america but overseas it kicked ass
501	1	2	2.062594575150178	comic book the movie this is a real treat for anyone who loves comics the special features alone were worth the movie price mark hamill really gave a heart felt love letter to the comic fans i really enjoyed picking out the voice over talents of some of my favorite cartoon stars as well mark truley hired a great grup of men and women who are all talents we dont get to see infront of a camera and gave them a plat form to do their stuff his integration of the fictional comic book charater in to a 
58816	1	2	2.0569404987094297	you must read this book this was my first encounter with the magical realism style and i love it the buendia family is quite possibly the most intriguing i have encountered in any book a must read
31676	1	2	2.040629194377487	great cd song 8 is the only good song on here its a japanese techno mix and since i love tecno it is clearly the best
71460	1	2	2.0231174790474618	buy separately its cheaper to buy them individually they total to 48 97 w free shipping on another note this show is amazing i love it can t wait for the season finale tonight
24355	1	2	2.0187409387979858	great product timely delivery we love these maps and amazon has made life so much easier by having them as organized as they are it saves me driving from book store to bookstore to find what i am looking for not to mention how well packeted they come to stay in the wonderful condition they come in
98434	1	2	2.016867161098689	for outdoor good speakers for outdoor and for the price you cannot go wrong they sound great and can be installed anywhere with assembly in the shipping
13669	1	2	2.0159629144535702	great product was as described bought for mainly bed extermination if u read up on them it can take over a yr to exterminate them they can hide in recluse hibernation for up to yr has made some difference thank you also used taken internally cleean system of things try reading up other uses thank you very much
83218	1	2	2.0152005526398806	beautiful music i have always liked dinah s easy style too many of her albums listed are all her early music this is great because it is the tv years where i remember dinah her warmth comes through these songs are timeless
93011	1	2	1.9944116658857682	good cd not great but good this is a very nice cd alot of the arrangements have been slightly to moderately revised from their original form i think making the music much more interesting to listen to overall the group sounds very polished they are certainly having fun dorsey is in good form and the choice of music is ok the sound quality is very nice indeed the interview is wonderful if you are a dorsey fan you will appreciate this man s humility this is a very good cd for the dorsey fan there 
