idx	true	pred	margin	text_head
22008	1	1	-0.0006754332683865973	when toby was tolerable i ve never been a toby keith fan but i could tolerate him during the period covered in this collection at least here he hurt sometimes showed a little deep feeling and didn t show such a huge ego then he switched labels and became the nasty malicious howdya like me now creep he is today i liked him better when he was leashed a little
2797	2	2	0.0007447399313780245	jim croce all time hits as a big fan of jim croce it is not hard to give this a good review you get what you expect no surprises
9221	2	2	0.000754779756371891	angelika the angel i am not a musicologist but this cd by miss kirscschlager makes me want to listen to it over and over especially the korngold songs as i am a big erich wolfgang korngold fan
98875	2	1	-0.0007825002357621739	good for dual booting i purchased this sd card to dual boot android on my asus t101mt i created a setup usb flash drive and installed onto the sd card without any issues android x86 runs perfectly on it and i now have android and windows on my tablet
48917	2	2	0.0008296949965190693	great unit i am replacing my old unit only because i wore it out after five years in the florida sunshine will try another one can t delive the texas review that his is a bad purchase
54402	1	1	-0.0008723258942914831	now evil is good fools who confusedly emote overturning the worldview of the classic and cannot figure out that good and evil have real meaning are doomed to destruction
89885	1	1	-0.0010072241981894207	soap city this is by no means the great film you might expect from all the applause it s a soap opera of the most egregious type and the suds are compounded by the leading lady who should have chucked it in when talkies became the rage if you like melodrama this is for you if you like one dimensional characters you ll love the movie and if you enjoy crying in the theater don t miss this film then you can tune in the cbs daytime lineup of soaps and be in heaven this was agony to endure
93385	1	2	0.0010373538084537757	couldn t dig it man maybe it s because i ve never had ties to or came of age after the beat generation but this book was a struggle for the most part sal s description of their trek through mexico though was wonderful for the first time i have a genuine desire to visit new mexico sal is the only character i like but i cannot comprehend his affinity for dean m is it just me or does anyone else think of cosmo kramer i m wondering whether michael richards read this book and based his characterizati
96541	1	1	-0.0010654675735039722	don t expect it to last long this machine has great features for the price but is not meant to last very ling also it has a weak motor if your sewing multiple layers of fabric of leather this machine won t handle it very well it is a good machine for a beginner that won t abuse it if your rough on stuff this machine will break
63221	2	1	-0.0010774510108057522	hauntingly beautiful up until last week i had never heard of chan cat power marshall that was until i picked up her latest album you are free a collection of beautiful songs composed of slightly distorted guitar jangly piano and the occasional drum accompaniment by who else dave grohl every song has a sort of fragile feel to them like they may break at any moment eddie vedder also lends his voice to the mix but rarely is it actually audible usually it s used to harmonize with chan s voice there 
80821	2	1	-0.0010778199792364027	help for solotk that is not classical music but the theme song for the 1950 s british tv series the adventures of robin hood which starred richard greene robin hood robin hood riding through the glen robin hood robin hodd with his band of men feared by the bad loved by the good robin hood robin hood robin hood those are the original lyrics i grew up in the 50 s wathching that show with my dad a fair number of those shows are in a boxed vhs set
49292	1	2	0.0010953742020735954	absolutely worthless picked up and watched two movies last night blade of the vampire and david decoteau s the frightening any one familiar with david decoteau s movies knows how hilariously lame they are well blade of the vampire makes the frightening look like it should be up for an academy award no joke believe every word the other reviewers here have written because it s all true i usually don t gripe about the money spent on a b movie bought out of the bargain bin but this one wasn t even w
96983	2	2	0.0011743459085842341	get your bike stolen bike rack works good i purchased this rack and mounted it to my car i used it twice in a two week period and then couldn t use it for about a month due to medical issues finally i recovered and got ready for another bike ride i went out to get my bike and realized it had been stolen the bike was not on the bike rack when it was stolen i had a broken lock holding it to my fence there was some difficulty mounting it to the tiny trunk on my 98 saturn but i figured out a way to 
93196	1	1	-0.0011981868037346903	a propaganda manual for the committed if you are entirely committed to viewing human destiny almost exclusively in terms of group identity you will love this book rothenberg cheerfully acknowledges that she has no pretentions toward disinterested inquiry in her college courses or in her writing she procedes from the assumption that racism and sexism are the underlying conditions of life in the united states and sets out to illustrate this the book is an amusing compendium of the leisure class to
8342	1	2	0.0012247209692893158	christmas gift i received the collectors gift set in plenty of time for my daughters christmas gift i was disappointed to here from her that several of the dvd s were scratched
19014	1	2	0.0012668603928373302	the movie is good but where is the widescreen version the movie definitely deserves 5 stars however it finally got issued to dvd after all the years of being out of print and it gets no special features and no widescreen at least give us the widescreen fullscreen versions of the film but no luck no chance of finally seeing it in its original aspect ratio that it was shown in theaters oh well maybe one day columbia tristar will reissue it in widescreen then ill buy it that way
88699	1	1	-0.001284903786287957	not sure i d recommend this is my first experience with tai chi but this video is very hard to follow not sure it s the best approach to learning tai chi
19593	2	2	0.001291466430095171	same with sarah mclachlan i remember sarah mclachlan also released an album 7 8 years later with afterglow and now comes paula cole they are both similar when it comes to life raising a daughter etc i agree with the other reviewers this album is a sell out what a long wait
2616	2	2	0.0013151130023608768	overlooked revenge movie at first i found this film hard to get into it seemed cliched and quite frankly i am sick to death of the latest film concept that every economically depressed eastern european town has to have a huge nightclub that stays packed even on tuesday mornings at 3am doesn t anybody have to do farmwork however once the story arced in the last third it became very much worth it seeing thora birch get in touch with her inner camille keaton look it up you ll thank me later while a
9518	2	2	0.0013507749103775519	a significant evaluation of civil war strategy dr harsh has clearly researched and analyzed robert e lee s offensive defensive strategy and its relationship to the confederate war aims and one factor emerges as paramount the importance of jefferson davis and his role as both confederate president and military adviser together he and lee charted a course which logically extended northward resulting in the arduous maryland campaign and aspirations of winning the war
64065	2	1	-0.0013647204782319573	unbelievable this stuff is unbelievable we had some major stains in our carpet in fact so major i was embarrassed to invite people over because the stains were so bad when i purchased my vacuum back in 2006 i received a bottle of dysolv and a package of zorb which sat in the box until yesterday 2 4 2010 i finally broke out the dysolv and quite impossibly it really removed the stains my husband decided to fill some cracks in our cement with tar during the summer our dog stuck his paw in the soft 
35109	2	1	-0.0013944276506416414	undeceived searcy and nowicki are two of the best behaviorists anywhere who study animal communication this book is a thorough examination of signals that must be truthful by their nature and those than the sender can fake everyone interested in animal signaling should read this book
30891	2	1	-0.0014122247634484452	a source for the puff software i bought this book because it comes with a cd with the old free puff microwave software and a few other microwave related software packages in it as far as i can tell it is one of only two ways to get a copy of puff if you haven t saved one on your old windows machine it loaded and ran ok on my xp machine but did not display correctly before i got the video settings figured out i discovered that i had an old disc of ansoft designer sv another freebie which loaded i
32270	1	2	0.0014372562790145628	farkle destroys his violin i would have given this book five stars except that farkle totally destroys his violin and throws his trombone in the trash once he gets sick of them who wants to teach their children to do that
37873	2	1	-0.0014512271628705602	interesting general information on a topic that is too broad to be adequately covered by one book the term african is like asian or american or european it covers multiple topics that each deserve their own focus that being said this book does a fair job of being generally informative it is well written and easy to read
